sequence_no,log_id,timestamp,source,service,event_type,severity,risk_label,risk_score,method,endpoint,status_code,response_time_ms,user_id,source_ip,session_id,user_agent,host,environment,trace_id,mitre_tactic,mitre_technique_id,mitre_technique,recommendation,message
79,LOG-154596643B9B,2026-07-02T09:57:51+05:30,api,api-gateway,request,info,safe,21,PUT,/api/credits-based/user_wallet,304,526,api_bot,192.168.1.11,sess-2b17422a,PostmanRuntime/7.37,app-02,development,trace-a0d6fdb07d654b6c,,,,No immediate action required. Continue normal monitoring.,"PUT /api/credits-based/user_wallet 304 in 526ms (next.js: 73ms, application-code: 440ms)"
80,LOG-9716558DE64A,2026-07-02T09:58:19+05:30,api,nextjs-app,request,info,safe,13,PUT,/api/profile,200,48,support,192.168.1.11,sess-348a61d6,Chrome/126 Windows,web-01,staging,trace-60e93f7ef0344d41,,,,No immediate action required. Continue normal monitoring.,"PUT /api/profile 200 in 48ms (next.js: 29ms, application-code: 5ms)"
81,LOG-E5704F85B5EA,2026-07-02T09:59:04+05:30,api,auth-service,request,info,safe,24,POST,/api/reports/export,200,890,admin,192.168.1.12,sess-c4ce5171,MobileChrome/126 Android,app-01,development,trace-f4527188641c4911,,,,No immediate action required. Continue normal monitoring.,"POST /api/reports/export 200 in 890ms (next.js: 24ms, application-code: 864ms)"
82,LOG-2450590A6A54,2026-07-02T09:59:15+05:30,api,nextjs-app,request,info,safe,25,GET,/api/upload,200,184,hr_user,192.168.1.10,sess-b9a83c00,Firefox/124 Windows,db-01,development,trace-601f3a0ee6174cf1,,,,No immediate action required. Continue normal monitoring.,"GET /api/upload 200 in 184ms (next.js: 23ms, application-code: 78ms)"
83,LOG-8C8E9C46BE96,2026-07-02T10:00:05+05:30,web,auth-service,request,info,safe,11,GET,/reports,304,936,manager,192.168.1.12,sess-145b2ab0,MobileChrome/126 Android,api-01,staging,trace-b182a0f7bf6145a3,,,,No immediate action required. Continue normal monitoring.,"GET /reports 304 in 936ms (next.js: 30ms, application-code: 861ms)"
84,LOG-D32018D9FD81,2026-07-02T10:00:53+05:30,api,auth-service,request,info,safe,12,GET,/api/credits-based/get_usd_cost,200,44,john,192.168.1.11,sess-55bb081c,PostmanRuntime/7.37,db-01,development,trace-5b9d37a44adb4c9c,,,,No immediate action required. Continue normal monitoring.,"GET /api/credits-based/get_usd_cost 200 in 44ms (next.js: 41ms, application-code: 36ms)"
85,LOG-A310C4B20D3F,2026-07-02T10:01:27+05:30,api,auth-service,request,info,safe,6,GET,/api/upload,200,480,manager,192.168.1.10,sess-d37324eb,Edge/126 Windows,web-01,development,trace-4c2868c7daac4a75,,,,No immediate action required. Continue normal monitoring.,"GET /api/upload 200 in 480ms (next.js: 114ms, application-code: 400ms)"
86,LOG-941769DD4D56,2026-07-02T10:02:00+05:30,api,api-gateway,request,info,safe,20,DELETE,/api/get-token,301,213,trainer,172.16.0.21,sess-24ec79b9,Firefox/124 Windows,api-01,staging,trace-3be19fb15583485f,,,,No immediate action required. Continue normal monitoring.,"DELETE /api/get-token 301 in 213ms (next.js: 45ms, application-code: 137ms)"
87,LOG-C21A6EB60F47,2026-07-02T10:02:15+05:30,api,auth-service,request,info,safe,17,PATCH,/api/auth,200,465,hr_user,192.168.1.11,sess-9f881595,Safari/17 macOS,api-01,staging,trace-7428dee875234825,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/auth 200 in 465ms (next.js: 58ms, application-code: 445ms)"
88,LOG-111F47F1F3DA,2026-07-02T10:02:24+05:30,web,nextjs-app,request,info,safe,20,GET,/reports,304,518,manager,192.168.1.11,sess-b0813ed0,Python-requests/2.32,web-01,staging,trace-600e75968d674686,,,,No immediate action required. Continue normal monitoring.,"GET /reports 304 in 518ms (next.js: 52ms, application-code: 400ms)"
89,LOG-2B266B21560A,2026-07-02T10:03:10+05:30,api,nextjs-app,request,info,safe,16,POST,/api/lab-proxy,200,313,manager,172.16.0.21,sess-6ec63722,curl/8.1,api-01,staging,trace-07e64fea9a84408c,,,,No immediate action required. Continue normal monitoring.,"POST /api/lab-proxy 200 in 313ms (next.js: 71ms, application-code: 293ms)"
90,LOG-0D8CE028EBC5,2026-07-02T10:04:03+05:30,web,nextjs-app,request,info,safe,15,GET,/billing,201,868,trainer,192.168.2.15,sess-de37e4b2,Chrome/126 Windows,web-01,staging,trace-f8d0f75d2e944cca,,,,No immediate action required. Continue normal monitoring.,"GET /billing 201 in 868ms (next.js: 54ms, application-code: 828ms)"
91,LOG-6863047024AF,2026-07-02T10:05:12+05:30,web,nextjs-app,request,info,safe,2,GET,/login,204,47,student01,10.0.0.5,sess-250f326f,curl/8.1,db-01,development,trace-033fe567060b4f5f,,,,No immediate action required. Continue normal monitoring.,"GET /login 204 in 47ms (next.js: 80ms, application-code: 1ms)"
92,LOG-A9C299A504D8,2026-07-02T10:05:53+05:30,web,auth-service,request,info,safe,14,GET,/settings,200,732,student01,192.168.1.11,sess-53d8b7fb,Safari/17 macOS,gateway-01,development,trace-74f515523a154129,,,,No immediate action required. Continue normal monitoring.,"GET /settings 200 in 732ms (next.js: 38ms, application-code: 689ms)"
93,LOG-2978E9726CCB,2026-07-02T10:06:39+05:30,web,api-gateway,request,info,safe,16,GET,/dashboard,200,87,manager,172.16.0.33,sess-62f02fe4,Edge/126 Windows,web-01,development,trace-947c744f78ff47eb,,,,No immediate action required. Continue normal monitoring.,"GET /dashboard 200 in 87ms (next.js: 107ms, application-code: 10ms)"
94,LOG-732B863143DF,2026-07-02T10:07:17+05:30,api,nextjs-app,request,info,safe,23,PATCH,/api/admin/users,200,772,guest,192.168.1.10,sess-769166f2,Safari/17 macOS,api-01,development,trace-7d7e651f12c949dc,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/admin/users 200 in 772ms (next.js: 103ms, application-code: 685ms)"
95,LOG-3AFEBB24ABE3,2026-07-02T10:07:41+05:30,web,api-gateway,request,info,safe,11,GET,/settings,200,609,admin,10.0.0.5,sess-1319b301,Python-requests/2.32,worker-01,development,trace-9e43c028ee9b4f5b,,,,No immediate action required. Continue normal monitoring.,"GET /settings 200 in 609ms (next.js: 22ms, application-code: 571ms)"
96,LOG-8C9A7A6EC89D,2026-07-02T10:08:56+05:30,web,nextjs-app,request,info,safe,12,GET,/reports,200,547,trainer,192.168.2.15,sess-324b2ef2,MobileChrome/126 Android,gateway-01,production,trace-386b4bfc163842da,,,,No immediate action required. Continue normal monitoring.,"GET /reports 200 in 547ms (next.js: 24ms, application-code: 435ms)"
97,LOG-7E9CBD945870,2026-07-02T10:09:03+05:30,api,auth-service,request,info,safe,13,DELETE,/api/auth,201,782,student02,192.168.2.15,sess-ddee8869,curl/8.1,web-01,development,trace-b2d4eadea1424ed6,,,,No immediate action required. Continue normal monitoring.,"DELETE /api/auth 201 in 782ms (next.js: 25ms, application-code: 776ms)"
98,LOG-2E67E951E7C8,2026-07-02T10:09:46+05:30,web,auth-service,request,info,safe,3,GET,/learning-paths,200,920,support,192.168.1.12,sess-bcbb45be,Safari/17 macOS,api-01,production,trace-0ee1cc5a282f415d,,,,No immediate action required. Continue normal monitoring.,"GET /learning-paths 200 in 920ms (next.js: 59ms, application-code: 877ms)"
99,LOG-B0388700B33D,2026-07-02T10:10:12+05:30,web,nextjs-app,request,info,safe,6,GET,/learning-paths,200,944,manager,172.16.0.33,sess-59fd0892,PostmanRuntime/7.37,db-01,staging,trace-d63b1defae444ed3,,,,No immediate action required. Continue normal monitoring.,"GET /learning-paths 200 in 944ms (next.js: 79ms, application-code: 925ms)"
100,LOG-C69414B0F2EF,2026-07-02T10:11:19+05:30,web,auth-service,request,info,safe,14,GET,/settings,200,935,guest,172.16.0.33,sess-d8410e78,BotProbe/1.0,app-01,staging,trace-a9c66cb810b94dfe,,,,No immediate action required. Continue normal monitoring.,"GET /settings 200 in 935ms (next.js: 43ms, application-code: 912ms)"
101,LOG-C6C59C75C5D6,2026-07-02T10:11:31+05:30,api,auth-service,request,info,safe,4,PUT,/api/verify-admin-access,200,155,student02,172.16.0.33,sess-7433250e,Python-requests/2.32,app-01,development,trace-9241a2a76d0d4584,,,,No immediate action required. Continue normal monitoring.,"PUT /api/verify-admin-access 200 in 155ms (next.js: 63ms, application-code: 65ms)"
102,LOG-98F7F008DCB1,2026-07-02T10:12:05+05:30,api,nextjs-app,request,info,safe,5,PATCH,/api/verify-admin-access,200,797,student01,192.168.1.11,sess-ffa9b34a,BotProbe/1.0,app-01,production,trace-716d2012b9034ee1,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/verify-admin-access 200 in 797ms (next.js: 64ms, application-code: 737ms)"
103,LOG-49D8127C476F,2026-07-02T10:12:50+05:30,api,auth-service,request,info,safe,25,PATCH,/api/get-token,301,344,devops,172.16.0.33,sess-916c782a,Firefox/124 Windows,gateway-01,development,trace-c33c24268a11464b,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/get-token 301 in 344ms (next.js: 72ms, application-code: 257ms)"
104,LOG-B09201A01890,2026-07-02T10:13:38+05:30,api,nextjs-app,request,info,safe,4,POST,/api/reports/export,200,555,john,172.16.0.33,sess-e8bf7982,MobileChrome/126 Android,gateway-01,production,trace-df7542931a8b4551,,,,No immediate action required. Continue normal monitoring.,"POST /api/reports/export 200 in 555ms (next.js: 112ms, application-code: 526ms)"
105,LOG-8336A8AB393E,2026-07-02T10:14:07+05:30,web,api-gateway,request,info,safe,8,GET,/settings,200,273,analyst,172.16.0.21,sess-e8e587d4,Safari/17 macOS,api-01,production,trace-4b65babfe21a4cdd,,,,No immediate action required. Continue normal monitoring.,"GET /settings 200 in 273ms (next.js: 73ms, application-code: 204ms)"
106,LOG-13B25F546225,2026-07-02T10:14:52+05:30,web,auth-service,request,info,safe,19,GET,/dashboard,200,196,hr_user,172.16.0.21,sess-69a6ba76,MobileChrome/126 Android,web-01,production,trace-ade302c6f52f403c,,,,No immediate action required. Continue normal monitoring.,"GET /dashboard 200 in 196ms (next.js: 41ms, application-code: 190ms)"
107,LOG-D46687623BE6,2026-07-02T10:15:58+05:30,api,auth-service,request,info,safe,24,PUT,/api/lab-proxy,301,161,student02,172.16.0.21,sess-17f56aec,Edge/126 Windows,web-01,staging,trace-2513a2766f2b4abd,,,,No immediate action required. Continue normal monitoring.,"PUT /api/lab-proxy 301 in 161ms (next.js: 104ms, application-code: 158ms)"
108,LOG-E1B7229D6C0A,2026-07-02T10:16:09+05:30,web,nextjs-app,request,info,safe,15,GET,/SIEM-Learning-path,200,649,support,172.16.0.33,sess-c65d5e1d,Chrome/126 Windows,db-01,production,trace-78c14b1ffd9b4006,,,,No immediate action required. Continue normal monitoring.,"GET /SIEM-Learning-path 200 in 649ms (next.js: 109ms, application-code: 637ms)"
109,LOG-A1E39C6FF6B4,2026-07-02T10:16:48+05:30,web,nextjs-app,request,info,safe,14,GET,/courses,200,732,student02,192.168.1.12,sess-77196051,Edge/126 Windows,api-01,production,trace-ef7b422549594b40,,,,No immediate action required. Continue normal monitoring.,"GET /courses 200 in 732ms (next.js: 96ms, application-code: 701ms)"
110,LOG-C255A98BEC88,2026-07-02T10:16:54+05:30,api,nextjs-app,request,info,safe,23,GET,/api/upload,304,655,analyst,172.16.0.33,sess-dce7fb04,Firefox/124 Windows,api-01,development,trace-184cd2f07ae7471a,,,,No immediate action required. Continue normal monitoring.,"GET /api/upload 304 in 655ms (next.js: 21ms, application-code: 643ms)"
111,LOG-AD2E9D10B761,2026-07-02T10:17:03+05:30,web,nextjs-app,request,info,safe,11,GET,/profile,200,716,support,192.168.2.15,sess-acad8cf0,Python-requests/2.32,api-01,development,trace-3e43303db8904485,,,,No immediate action required. Continue normal monitoring.,"GET /profile 200 in 716ms (next.js: 119ms, application-code: 604ms)"
112,LOG-888D77190804,2026-07-02T10:18:13+05:30,web,api-gateway,request,info,safe,21,GET,/reports,200,229,student02,192.168.1.10,sess-d06e4f8b,curl/8.1,web-01,development,trace-ddca7763b1304a9e,,,,No immediate action required. Continue normal monitoring.,"GET /reports 200 in 229ms (next.js: 74ms, application-code: 185ms)"
113,LOG-6C55AACF0D98,2026-07-02T10:19:19+05:30,web,nextjs-app,request,info,safe,15,GET,/billing,200,722,john,192.168.1.10,sess-e44c5c9d,BotProbe/1.0,app-02,production,trace-5afb6ea305f242e3,,,,No immediate action required. Continue normal monitoring.,"GET /billing 200 in 722ms (next.js: 19ms, application-code: 610ms)"
114,LOG-A5110C05F6E2,2026-07-02T10:20:23+05:30,web,api-gateway,request,info,safe,10,GET,/billing,200,87,guest,172.16.0.33,sess-7b62efff,curl/8.1,db-01,development,trace-0714f9e088dc478f,,,,No immediate action required. Continue normal monitoring.,"GET /billing 200 in 87ms (next.js: 119ms, application-code: 48ms)"
115,LOG-9199E2D0517B,2026-07-02T10:20:47+05:30,web,api-gateway,request,info,safe,6,GET,/profile,200,140,keerthi,192.168.1.11,sess-ec41c71a,BotProbe/1.0,web-01,production,trace-95e977d9c80d4812,,,,No immediate action required. Continue normal monitoring.,"GET /profile 200 in 140ms (next.js: 103ms, application-code: 136ms)"
116,LOG-F3DA2CFED8F2,2026-07-02T10:21:13+05:30,api,nextjs-app,request,info,safe,23,PUT,/api/upload,200,937,student02,192.168.2.15,sess-6ab40649,Chrome/126 Windows,gateway-01,production,trace-df1db29534d346cf,,,,No immediate action required. Continue normal monitoring.,"PUT /api/upload 200 in 937ms (next.js: 32ms, application-code: 934ms)"
117,LOG-B2926BFC0E5D,2026-07-02T10:21:20+05:30,web,nextjs-app,request,info,safe,19,GET,/dashboard,304,442,manager,10.0.0.5,sess-79c865b6,Safari/17 macOS,app-02,production,trace-e609b8b367634ea5,,,,No immediate action required. Continue normal monitoring.,"GET /dashboard 304 in 442ms (next.js: 21ms, application-code: 335ms)"
118,LOG-3D16207700EB,2026-07-02T10:22:28+05:30,web,nextjs-app,request,info,safe,9,GET,/settings,200,878,api_bot,172.16.0.21,sess-b748ccd2,Firefox/124 Windows,app-02,staging,trace-dbe491c3717741cf,,,,No immediate action required. Continue normal monitoring.,"GET /settings 200 in 878ms (next.js: 77ms, application-code: 826ms)"
119,LOG-94D15C6E1A98,2026-07-02T10:23:40+05:30,web,api-gateway,request,info,safe,15,GET,/profile,200,708,hr_user,192.168.2.15,sess-8b762454,Safari/17 macOS,gateway-01,production,trace-a2a0a55f17a14edf,,,,No immediate action required. Continue normal monitoring.,"GET /profile 200 in 708ms (next.js: 111ms, application-code: 685ms)"
120,LOG-39EFF29A9CEF,2026-07-02T10:23:53+05:30,api,nextjs-app,request,info,safe,3,POST,/api/verify-admin-access,200,323,student01,172.16.0.21,sess-e7b68177,Python-requests/2.32,gateway-01,production,trace-fe761d64ed9d45e1,,,,No immediate action required. Continue normal monitoring.,"POST /api/verify-admin-access 200 in 323ms (next.js: 41ms, application-code: 234ms)"
121,LOG-9369253EBD26,2026-07-02T10:25:13+05:30,web,api-gateway,request,info,safe,24,GET,/learning-paths,200,73,keerthi,10.0.0.5,sess-555cd636,Edge/126 Windows,api-01,staging,trace-0ee25fbc58eb4fba,,,,No immediate action required. Continue normal monitoring.,"GET /learning-paths 200 in 73ms (next.js: 58ms, application-code: 43ms)"
122,LOG-3E720A62976B,2026-07-02T10:26:04+05:30,web,nextjs-app,request,info,safe,8,GET,/settings,200,451,admin,192.168.2.15,sess-cc5b4bf0,MobileChrome/126 Android,worker-01,staging,trace-770f4b339624411f,,,,No immediate action required. Continue normal monitoring.,"GET /settings 200 in 451ms (next.js: 28ms, application-code: 364ms)"
123,LOG-20622213722F,2026-07-02T10:27:16+05:30,api,auth-service,request,info,safe,16,POST,/api/verify-admin-access,200,856,support,192.168.1.10,sess-cfac1748,BotProbe/1.0,app-02,staging,trace-01b7bb683f8c4687,,,,No immediate action required. Continue normal monitoring.,"POST /api/verify-admin-access 200 in 856ms (next.js: 25ms, application-code: 804ms)"
124,LOG-BE177C6330E7,2026-07-02T10:27:41+05:30,api,nextjs-app,request,info,safe,7,PUT,/api/learning-path-batches,200,103,finance_user,192.168.1.12,sess-d4e045fd,Python-requests/2.32,gateway-01,staging,trace-f959858e48474215,,,,No immediate action required. Continue normal monitoring.,"PUT /api/learning-path-batches 200 in 103ms (next.js: 31ms, application-code: 1ms)"
125,LOG-5877F8404898,2026-07-02T10:27:48+05:30,api,auth-service,request,info,safe,19,PUT,/api/credits-based/per-hour-cost,200,587,support,192.168.1.12,sess-432375c4,Firefox/124 Windows,web-01,staging,trace-b3f9bc258cc747a1,,,,No immediate action required. Continue normal monitoring.,"PUT /api/credits-based/per-hour-cost 200 in 587ms (next.js: 104ms, application-code: 482ms)"
126,LOG-FD4E899CDA36,2026-07-02T10:28:07+05:30,web,api-gateway,request,info,safe,24,GET,/billing,200,241,student02,192.168.1.11,sess-c431f5e6,MobileChrome/126 Android,api-01,production,trace-830adc84457c40c6,,,,No immediate action required. Continue normal monitoring.,"GET /billing 200 in 241ms (next.js: 26ms, application-code: 140ms)"
127,LOG-B39D9D741E6C,2026-07-02T10:28:37+05:30,web,api-gateway,request,info,safe,25,GET,/billing,200,891,student01,172.16.0.21,sess-08caf19f,curl/8.1,api-01,staging,trace-1902518f76b6421a,,,,No immediate action required. Continue normal monitoring.,"GET /billing 200 in 891ms (next.js: 29ms, application-code: 844ms)"
128,LOG-CCA265A9DF36,2026-07-02T10:28:41+05:30,web,auth-service,request,info,safe,24,GET,/login,304,769,devops,10.0.0.8,sess-520e6a5b,Safari/17 macOS,api-01,staging,trace-8546fb2fdcdc4b3d,,,,No immediate action required. Continue normal monitoring.,"GET /login 304 in 769ms (next.js: 37ms, application-code: 739ms)"
129,LOG-C56A75885D23,2026-07-02T10:29:32+05:30,web,api-gateway,request,info,safe,21,GET,/login,200,131,student01,192.168.1.11,sess-85fa4d0a,Edge/126 Windows,app-02,development,trace-354e9f207b364ef3,,,,No immediate action required. Continue normal monitoring.,"GET /login 200 in 131ms (next.js: 27ms, application-code: 25ms)"
130,LOG-4369860D845F,2026-07-02T10:29:49+05:30,web,auth-service,request,info,safe,16,GET,/learning-paths,201,868,analyst,192.168.1.12,sess-5ad68886,PostmanRuntime/7.37,app-01,staging,trace-92b48700fa2b497c,,,,No immediate action required. Continue normal monitoring.,"GET /learning-paths 201 in 868ms (next.js: 29ms, application-code: 838ms)"
131,LOG-0991610F4E81,2026-07-02T10:31:09+05:30,web,auth-service,request,info,safe,7,GET,/SIEM-Learning-path,201,412,support,192.168.1.10,sess-3e502464,Safari/17 macOS,worker-01,staging,trace-cc5f4adbc0b642d6,,,,No immediate action required. Continue normal monitoring.,"GET /SIEM-Learning-path 201 in 412ms (next.js: 62ms, application-code: 379ms)"
132,LOG-D7E673A22ED5,2026-07-02T10:31:13+05:30,api,nextjs-app,request,info,safe,8,PATCH,/api/reports/export,200,376,analyst,10.0.0.8,sess-43299769,curl/8.1,app-01,staging,trace-9edcce9fdca04892,,,,No immediate action required. Continue normal monitoring.,"PATCH /api/reports/export 200 in 376ms (next.js: 74ms, application-code: 291ms)"
